sentence	label
What was lost and regained by poet John Milton ?	1
How many flavors does Baskin & Robbins offer ?	5
How much snow equals an inch of rain ?	5
What is the starting salary for beginning lawyers ?	5
What U.S. state has the lowest highest elevation at 6 feet ?	4
What 's the last line of Dickens 's A Christmas Carol ?	0
Where in a tree does photosynthesis occur ?	4
How does Zatanna perform her magic in DC comics ?	0
What company has built more than 2.5 billion little green houses since 1935 ?	3
What strait links the Mediterranean Sea and the Atlantic Ocean ?	4
What is SVHS ?	2
How many different countries export coffee ?	5
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?	5
What is an example of a famous rock band from the sixties ?	3
In what year did Thatcher gain power ?	5
What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?	0
What is the virus HIV ?	0
What presidential administration challenged Americans to explore The New Frontier ?	3
What two vessels fought the first sea battle between iron-covered ships ?	1
What are emblazoned on the Jolly Roger ?	1
Colin Powell is most famous for what ?	0
Who moderated the first Kennedy-Nixon TV debate ?	3
Who gave King Arthur the round table ?	3
What company named one of its pens `` The Banana '' ?	3
What team did baseball 's St. Louis Browns become ?	3
Who is the monarch of the United Kingdom ?	3
What 's the Red Planet ?	0
Who was the first black to be head coach of a major league pro sports team ?	3
Who was Jinnah ?	3
What was the tallest building in America in 1922 ?	4
Who is the French literary charcter who is chiefly famous for his enormous nose ?	3
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?	3
How many watts make a kilowatt ?	5
What is Plc ?	0
What started in 1849 when gold was discovered at Sutter 's Mill ?	1
What trophy is awarded to the winners of the Super Bowl ?	1
What 's the home of the Rockettes ?	4
What appointments secretary to Richard Nixon went to jail ?	3
What is a reliable site that I can download Heretic 2 ?	4
What must be exceeded to produce a sonic boom ?	1
What is ethylene ?	0
What ocean surrounds the Maldive Islands ?	4
What songs were popular in 1948 ?	1
What city has a newspaper called The Plain Dealer ?	4
What was Eduard Shevardnadze 's job in the Soviet Union ?	3
How many people in the USA say their number one source of information is the newspaper ?	5
What type of exercise burns the most calories ?	1
What is a fear of crystals or glass ?	1
How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?	5
Name a technique widely used to detect birth defects ?	1
How many colors are there in the spectrum ?	5
How do you ask a total stranger out on a date ?	0
What fastener did Whitcomb Judson patent in 1893 ?	1
What are the major differences in the Catholic and Methodist religions ?	0
In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?	1
When was the first railroad from the east coast to the west coast completed ?	5
What comedian was The Perfect Fool ?	3
What is the classic definition of tragic hero ?	0
What soft drink is most heavily caffeinated ?	1
Who is the Pope ?	3
How many equal angles are there in an isosceles triangle ?	5
What caused the death of Bob Marley ?	0
What kind of nuts are used in marzipan ?	1
What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?	3
What do a diamond and lump of coal have in common ?	0
When were camcorders introduced in Malaysia ?	5
How do you say `` eat the day '' in Latin ?	1
Which company created the Internet browser Mosaic ?	3
Who was nicknamed The Little Corporal ?	3
How did ` stat ' come to be used as an expression for quickly ?	0
How does a hydroelectric dam work ?	0
What is the zodiac sign for August 14 ?	1
What stringed weapon fires a bolt ?	1
When was Beethoven born ?	5
Who was the second person ever to wear Iron Man 's armor ?	3
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?	5
Where was helium first discovered , hence its name ?	4
How do you measure the heat of the sun ?	0
What is the normal resting heart rate of a healthy adult ?	5
How far is it from Phoenix to Blythe ?	5
What Lewis Carroll book introduced Humpty Dumpty to the world ?	1
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?	1
How do I write to my Congressman ?	0
How many seats does the Batmobile sport ?	5
How did the Great Depression affect Japan 's history ?	0
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?	3
What is AFS ?	2
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?	1
What date is Richard Nixon 's birthday ?	5
How far is the longest hole in 1 on any golf course and where did it happen ?	5
What is a `` repeating voter '' ?	0
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?	1
Who directed `` Jaws '' ?	3
Where on the Internet can I get chemicals importers ?	4
What Scottish poet penned To a Mouse and To a Louse ?	3
What constellation is known as The Water Bearer ?	4
What were Babe Ruth 's Christian names ?	3
Where did bocci originate ?	4
How do you use `` farther '' as opposed to `` further '' ?	0
What 's the official language of Algeria ?	1
What did Thomas Paine write ?	1
What animal 's tail is called a brush ?	1
How many people have been killed in wars , armed conflicts ?	5
How did serfdom develop in and then leave Russia ?	0
What is the last name of Lucy and Linus from the Peanut 's comic strip ?	3
What does an irate car owner call iron oxide ?	1
How many years of schooling after highschool does it take to become a neurosurgeon ?	5
How much does a poodle weigh ?	5
What author was appointed U.S. ambassador to Spain in 1842 ?	3
What is dry ice ?	0
Where can I find free piano scores for popular music ?	4
What do Hasidic Jews refrain from while dating ?	1
What is the hair style called that new military recruits receive ?	0
How many Marx Brothers were there ?	5
What ability has the silkworm moth lost through domestication ?	1
Where is Mozambique located ?	4
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?	3
What two vegetables are combined in succotash ?	1
What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?	3
What is a camel hair brush actually made out of ?	1
How many cards is each player dealt in Contract Bridge ?	5
What is it that walks on four legs , then on two legs , then on three ?	1
Who tramped through Florida looking for the Fountain of Youth ?	3
Where is one 's corpus callosum found ?	4
What are the only players eligible to score points in Roller Derby called ?	3
When did Spain and Korea start ambassadorial relations ?	5
How many warmup pitches does a reliever get coming into a baseball game ?	5
Who made the first airplane ?	3
What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?	4
How do I stop background noise in a car stereo ?	0
What is the death toll of people dying from tuberculosis ?	5
What did The Gas House Gang play ?	1
What was the name of Captain Bligh 's ship ?	1
When did Fraze get his first patent for the pull-tab can ?	5
What did Jack exchange with the butcher for a handful of beans ?	1
What are the medical purposes of `` clitoridectomy '' ?	0
How far do you have to run if you hit a home run ?	5
What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?	3
What are the four railways in Monopoly ?	3
Who was Ezra Taft Benson ?	3
What is the difference between jazz and blues ?	0
Which infectious disease is the world 's deadliest ?	1
How do windmills work ?	0
What money was used here ?	1
What party was Winston Churchill a member of ?	3
What was the role of the Medieval Guild ?	3
What is the name of the deranged super-criminal Otto Octavius uses ?	3
What California bridge was Don Brown the first to cross , on May 27 , 1937 ?	4
Who claimed to be the world 's most perfectly-developed man ?	3
What U.S. state has the second-longest coastline ?	4
Where was chop suey invented ?	4
What are the five most expensive cities in the world ?	4
What is the claim to fame of Agra , India ?	0
How many teats does a female goat sport ?	5
Where on the Internet can I find information on laundry detergent ?	4
What city did the Mormons establish as their headquarters in 1847 ?	4
What are tourist attractions in Reims ?	4
What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?	4
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?	1
What is the Hub of London ?	0
What determines the value of the pearl ?	1
What city is sometimes called Gotham ?	4
What is the definition of the term `` weapons system '' ?	0
What does ribavirin consist of ?	1
What caused the Titanic to sink ?	0
What sound does Olympia , Washington , overlook ?	4
What was Michelangelo 's last name ?	3
How many propellers helped power the plane the Wright brothers flew into history ?	5
Who was the first woman to fly solo across the Atlantic ?	3
What is a transistor ?	0
How many colonies were involved in the American Revolution ?	5
Who was the oldest U.S. president ?	3
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?	3
What are Arnold Palmer 's fans called ?	3
Where is Melbourne ?	4
What is one of the languages of the Sioux ?	1
What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?	3
What are Cobol , Fortran , and Pascal ?	0
What is the Motto for the State of Maryland ?	0
What was the name of Roy Rogers 's dog ?	1
